"","gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","Churn","tenure_category"
"3193","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",19.15,"No","4-5 years"
"3194","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.1,"No","Under 1 year"
"3195","Female","Yes","Yes","No","No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",55.55,"Yes","2-4 years"
"3196","Female","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",80.55,"No","Under 1 year"
"3197","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.25,"No","Under 1 year"
"3198","Female","No","Yes","Yes","Yes","No","DSL","No","Yes","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",69.5,"Yes","1-2 years"
"3199","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",106,"No","2-4 years"
"3200","Female","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",25.5,"No","Over 5 years "
"3201","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.3,"Yes","4-5 years"
"3202","Female","No","No","No","Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Mailed check",79.6,"No","4-5 years"
"3203","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55.25,"No","Under 1 year"
"3204","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",88.05,"No","Over 5 years "
"3205","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",20.4,"No","2-4 years"
"3206","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",117.6,"No","Over 5 years "
"3207","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20,"No","Under 1 year"
"3208","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",19.65,"No","Under 1 year"
"3209","Male","No","Yes","No","Yes","Yes","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",70.55,"No","2-4 years"
"3210","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.85,"Yes","Under 1 year"
"3211","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","No","Yes","Yes","No","One year","No","Mailed check",65.8,"No","Over 5 years "
"3212","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",20.05,"No","1-2 years"
"3213","Male","No","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",80,"No","2-4 years"
"3214","Female","No","Yes","Yes","No","No phone service","DSL","Yes","No","Yes","No","No","No","One year","No","Credit card (automatic)",35.4,"No","2-4 years"
"3215","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","One year","Yes","Bank transfer (automatic)",79.6,"No","4-5 years"
"3216","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",80.25,"No","2-4 years"
"3217","Female","No","Yes","Yes","Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Mailed check",50.45,"Yes","Under 1 year"
"3218","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.45,"No","Under 1 year"
"3219","Male","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","No","One year","No","Credit card (automatic)",79.6,"No","Over 5 years "
"3220","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",24.7,"No","1-2 years"
"3221","Male","No","Yes","No","Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",77.3,"No","Over 5 years "
"3222","Male","No","No","No","No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",29.75,"No","Under 1 year"
"3223","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",44.9,"No","Under 1 year"
"3224","Male","No","Yes","No","No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",29.8,"No","Under 1 year"
"3225","Female","No","No","No","Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",74.65,"Yes","Under 1 year"
"3226","Female","No","No","No","Yes","No","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",71.95,"No","1-2 years"
"3227","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.75,"No","Under 1 year"
"3228","Male","No","Yes","Yes","Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",56.3,"No","Under 1 year"
"3229","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",105.25,"No","4-5 years"
"3230","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,"Yes","Under 1 year"
"3231","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.55,"No","Over 5 years "
"3232","Female","No","No","No","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","No","Mailed check",84.45,"No","1-2 years"
"3233","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","No","No","No","One year","No","Mailed check",53.65,"No","2-4 years"
"3234","Male","Yes","Yes","No","No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",29.9,"No","Under 1 year"
"3235","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.7,"No","1-2 years"
"3236","Female","No","No","No","No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","One year","No","Credit card (automatic)",43.7,"No","Over 5 years "
"3237","Male","No","No","No","Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",55.3,"No","1-2 years"
"3238","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",19.85,"No","Over 5 years "
"3239","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.65,"No","2-4 years"
"3240","Male","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",49.45,"No","1-2 years"
"3241","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","No","Bank transfer (automatic)",106.55,"Yes","4-5 years"
"3242","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.1,"Yes","Under 1 year"
"3243","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.45,"No","Under 1 year"
"3244","Female","No","No","No","No","No phone service","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",39.7,"No","1-2 years"
"3245","Male","No","No","No","Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",54.5,"No","Under 1 year"
"3246","Female","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check",83.8,"Yes","1-2 years"
"3247","Male","No","No","No","Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Mailed check",55.15,"Yes","Under 1 year"
"3248","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",111.6,"No","Over 5 years "
"3249","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.65,"Yes","Under 1 year"
"3250","Female","No","Yes","Yes","Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check",55.55,"No","Under 1 year"
"3251","Male","No","Yes","No","Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",20.55,"No","Under 1 year"
"3252","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",106.75,"Yes","2-4 years"
"3253","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","No","Yes","No","No","One year","Yes","Mailed check",62.1,"No","1-2 years"
"3254","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",104.5,"No","2-4 years"
"3255","Male","Yes","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.8,"No","1-2 years"
"3256","Female","Yes","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",110.6,"No","Over 5 years "
"3257","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",84.9,"No","Over 5 years "
"3258","Male","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",93.2,"No","1-2 years"
"3259","Male","No","No","No","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.4,"No","Under 1 year"
"3260","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",70.55,"No","Under 1 year"
"3261","Male","No","No","No","Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",78.45,"Yes","2-4 years"
"3262","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85,"No","Over 5 years "
"3263","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Electronic check",87.45,"Yes","2-4 years"
"3264","Female","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",85.8,"No","4-5 years"
"3265","Female","No","No","Yes","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",91.1,"No","Under 1 year"
"3266","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.75,"Yes","2-4 years"
"3267","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.1,"No","Over 5 years "
"3268","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.05,"No","2-4 years"
"3269","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","No","No","Yes","Yes","One year","No","Mailed check",74.8,"No","1-2 years"
"3270","Male","No","No","No","Yes","Yes","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",24.8,"No","Over 5 years "
"3271","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",100.85,"No","Under 1 year"
"3272","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.35,"Yes","Under 1 year"
"3273","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",81.7,"Yes","Under 1 year"
"3274","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",68.25,"Yes","2-4 years"
"3275","Female","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",105.1,"No","2-4 years"
"3276","Female","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.4,"No","1-2 years"
"3277","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.15,"Yes","Under 1 year"
"3278","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20,"No","1-2 years"
"3279","Female","No","Yes","Yes","Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",79.4,"No","Over 5 years "
"3280","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Credit card (automatic)",57.2,"No","1-2 years"
"3281","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Electronic check",58.6,"No","4-5 years"
"3282","Male","No","Yes","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","Yes","Electronic check",94.8,"No","4-5 years"
"3283","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",102.5,"No","4-5 years"
"3284","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",20.35,"No","Over 5 years "
"3285","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.9,"No","2-4 years"
"3286","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Credit card (automatic)",69.2,"No","Over 5 years "
"3287","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.45,"Yes","2-4 years"
"3288","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Electronic check",100.95,"Yes","1-2 years"
"3289","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.85,"No","1-2 years"
"3290","Female","No","No","Yes","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",88.5,"No","2-4 years"
"3291","Female","No","No","No","No","No phone service","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check",35,"No","Under 1 year"
"3292","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Electronic check",55.15,"No","1-2 years"
"3293","Female","No","No","No","No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",50.95,"No","Under 1 year"
"3294","Female","No","No","No","Yes","Yes","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",64,"No","Under 1 year"
"3295","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.1,"Yes","Under 1 year"
"3296","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Bank transfer (automatic)",80.2,"No","Over 5 years "
"3297","Female","No","No","No","Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",49.3,"No","1-2 years"
"3298","Female","No","Yes","No","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",84.35,"No","2-4 years"
"3299","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.05,"No","Under 1 year"
"3300","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",117.2,"No","Over 5 years "
"3301","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.1,"No","2-4 years"
"3302","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.6,"Yes","Under 1 year"
"3303","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",103.45,"Yes","2-4 years"
"3304","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",77.95,"Yes","Under 1 year"
"3305","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",109.95,"No","Over 5 years "
"3306","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",94.75,"No","2-4 years"
"3307","Female","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",80,"No","Under 1 year"
"3308","Female","No","Yes","Yes","Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","Two year","No","Electronic check",79.65,"No","2-4 years"
"3309","Female","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",25.2,"No","1-2 years"
"3310","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",19.9,"No","2-4 years"
"3311","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",78.45,"Yes","Under 1 year"
"3312","Female","No","No","No","No","No phone service","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",44.8,"No","2-4 years"
"3313","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.3,"No","Under 1 year"
"3314","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",19.2,"No","Under 1 year"
"3315","Female","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","No","One year","No","Electronic check",80.05,"No","2-4 years"
"3316","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",107.35,"No","Over 5 years "
"3317","Female","No","Yes","No","No","No phone service","DSL","Yes","Yes","Yes","No","Yes","No","One year","No","Bank transfer (automatic)",47.85,"No","2-4 years"
"3318","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","One year","No","Credit card (automatic)",70.8,"No","Over 5 years "
"3319","Male","No","No","No","No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","No","Mailed check",29.5,"Yes","Under 1 year"
"3320","Female","No","No","No","Yes","No","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",70.75,"Yes","Under 1 year"
"3321","Male","Yes","Yes","No","Yes","No","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",59.1,"No","1-2 years"
"3322","Female","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",25.55,"No","Over 5 years "
"3323","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.45,"Yes","Under 1 year"
"3324","Female","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.25,"No","2-4 years"
"3325","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",75.55,"No","Under 1 year"
"3326","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.65,"Yes","Under 1 year"
"3327","Male","Yes","No","No","Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",70.15,"Yes","2-4 years"
"3328","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","One year","No","Electronic check",95.3,"No","Over 5 years "
"3329","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.25,"No","Under 1 year"
"3330","Female","No","Yes","No","Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",50.3,"No","1-2 years"
"3331","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",97.8,"Yes","4-5 years"
"3333","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",46.3,"Yes","Under 1 year"
"3334","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.35,"No","Under 1 year"
"3335","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.3,"Yes","2-4 years"
"3336","Male","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",25,"No","Under 1 year"
"3337","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.3,"No","4-5 years"
"3338","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.35,"No","Under 1 year"
"3339","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",89.4,"Yes","Under 1 year"
"3340","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",88,"No","Over 5 years "
"3341","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",83.15,"Yes","Under 1 year"
"3342","Female","Yes","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",43.8,"No","4-5 years"
"3343","Male","No","No","No","No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",62.05,"No","2-4 years"
"3344","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",20.1,"No","1-2 years"
"3345","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",74.15,"Yes","Under 1 year"
"3346","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",101.35,"No","Over 5 years "
"3347","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.05,"No","Under 1 year"
"3348","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.9,"No","1-2 years"
"3349","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",105.9,"No","Over 5 years "
"3350","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.5,"Yes","Under 1 year"
"3351","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44.15,"Yes","Under 1 year"
"3352","Female","No","No","No","Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",53.9,"Yes","1-2 years"
"3353","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",85.45,"Yes","Under 1 year"
"3354","Male","No","Yes","No","Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",85.05,"No","Under 1 year"
"3355","Female","No","No","No","No","No phone service","DSL","Yes","No","No","Yes","No","Yes","One year","No","Bank transfer (automatic)",44.1,"No","4-5 years"
"3356","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",90.2,"No","Over 5 years "
"3357","Female","No","Yes","Yes","Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",50.85,"Yes","Under 1 year"
"3358","Female","No","No","Yes","Yes","No","DSL","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",59.2,"Yes","Under 1 year"
"3359","Male","No","No","No","Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check",53.45,"No","2-4 years"
"3360","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.95,"No","1-2 years"
"3361","Male","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",83.2,"Yes","1-2 years"
"3362","Female","Yes","No","No","Yes","Yes","DSL","No","Yes","Yes","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",74.65,"No","Over 5 years "
"3363","Female","No","No","No","Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",54.9,"Yes","Under 1 year"
"3364","Male","No","Yes","No","No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",57.5,"No","4-5 years"
"3365","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103.9,"Yes","1-2 years"
"3366","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.65,"No","1-2 years"
"3367","Male","No","Yes","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",93.8,"No","2-4 years"
"3368","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",89.25,"No","4-5 years"
"3369","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","One year","Yes","Electronic check",94.15,"No","2-4 years"
"3370","Female","Yes","No","No","Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",55.6,"No","Under 1 year"
"3371","Female","No","Yes","Yes","No","No phone service","DSL","Yes","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",48.7,"No","4-5 years"
"3372","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.25,"Yes","Under 1 year"
"3373","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",104.9,"No","4-5 years"
"3374","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",75.45,"Yes","Under 1 year"
"3375","Female","Yes","No","No","Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check",54.85,"Yes","Under 1 year"
"3376","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.9,"No","Over 5 years "
"3377","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.4,"No","Under 1 year"
"3378","Male","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.05,"No","Over 5 years "
"3379","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",84.45,"No","Over 5 years "
"3380","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.3,"No","Under 1 year"
"3381","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.1,"Yes","Under 1 year"
